ticker,name,asset_class,weight,price,shares,market_value,notional_value,sector,sedol,isin,exchange
ARCH,ARCH COAL INC CLASS A,Equity,0,80.42,5839,469572.38,469572.38,Energy,BYYHNV6,US0393804077,New York Stock Exchange Inc.
BTU,PEABODY ENERGY CORP,Equity,0,18.37,25505,468526.85,468526.85,Energy,BDVPZV0,US7045511000,New York Stock Exchange Inc.
CVGW,CALAVO GROWERS INC,Equity,0,93.3,5016,467992.8,467992.8,Consumer Staples,2859200,US1282461052,NASDAQ
BBBY,BED BATH AND BEYOND INC,Equity,0,10.64,43922,467330.08,467330.08,Consumer Discretionary,2085878,US0758961009,NASDAQ
OPI,OFFICE PROPERTIES INCOME TRUST,Equity,0,30.68,15220,466949.6,466949.6,Real Estate,BYVLR75,US67623C1099,NASDAQ
IRWD,IRONWOOD PHARMA INC CLASS A,Equity,0,9.65,48287,465969.55,465969.55,Health Care,B3MZ6K5,US46333X1081,NASDAQ
FSCT,FORESCOUT TECHNOLOGIES INC,Equity,0,35.86,13000,466180,466180,Information Technology,BF4W5T0,US34553D1019,NASDAQ
CBLK,CARBON BLACK INC,Equity,0,26.01,17888,465266.88,465266.88,Information Technology,BDT5M33,US14081R1032,NASDAQ
MCY,MERCURY GENERAL CORP,Equity,0,54.55,8477,462420.35,462420.35,Financials,2578464,US5894001008,New York Stock Exchange Inc.
PCRX,PACIRA BIOSCIENCES INC,Equity,0,37.25,12404,462049,462049,Health Care,B3X26D8,US6951271005,NASDAQ
CORE,CORE MARK HOLDING INC,Equity,0,34.06,13581,462568.86,462568.86,Consumer Discretionary,B0637B2,US2186811046,NASDAQ
NBTB,NBT BANCORP INC,Equity,0,37.55,12320,462616,462616,Financials,2626459,US6287781024,NASDAQ
SKT,TANGER FACTORY OUTLET CENTERS REIT,Equity,0,16.5,27988,461802,461802,Real Estate,2874582,US8754651060,New York Stock Exchange Inc.
SAFT,SAFETY INSURANCE GROUP INC,Equity,0,101,4561,460661,460661,Financials,2958538,US78648T1007,NASDAQ
NNI,NELNET INC CLASS A,Equity,0,68.16,6742,459534.72,459534.72,Financials,2196190,US64031N1081,New York Stock Exchange Inc.
SNBR,SLEEP NUMBER CORP,Equity,0,44.24,10396,459919.04,459919.04,Consumer Discretionary,BF4HN46,US83125X1037,NASDAQ
MMSI,MERIT MEDICAL SYSTEMS INC,Equity,0,27.08,16886,457272.88,457272.88,Health Care,2580555,US5898891040,NASDAQ
PSMT,PRICESMART INC,Equity,0,64.62,7087,457961.94,457961.94,Consumer Staples,2092942,US7415111092,NASDAQ
BEAT,BIOTELEMETRY INC,Equity,0,42.07,10850,456459.5,456459.5,Health Care,BCD7L64,US0906721065,NASDAQ
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Equity,0,40.52,11255,456052.6,456052.6,Financials,B4RGHN0,US32055Y2019,NASDAQ
EGBN,EAGLE BANCORP INC,Equity,0,44.98,10109,454702.82,454702.82,Financials,2648055,US2689481065,NASDAQ
CALM,CAL MAINE FOODS INC,Equity,0,45.42,9989,453700.38,453700.38,Consumer Staples,2158781,US1280302027,NASDAQ
WDR,WADDELL AND REED FINANCIAL INC CLA,Equity,0,18.07,24971,451225.97,451225.97,Financials,2156503,US9300591008,New York Stock Exchange Inc.
CVET,COVETRUS INC,Equity,0,14.44,31202,450556.88,450556.88,Health Care,BHZSB82,US22304C1009,NASDAQ
AFIN,AMERICAN FIN INC TRUST CLASS A,Equity,0,13.16,34240,450598.4,450598.4,Real Estate,BD6NYB2,US02607T1097,NASDAQ
BHVN,BIOHAVEN PHARMACEUTICAL HOLDING CO,Equity,0,44.98,10021,450744.58,450744.58,Health Care,BZ8FXC4,VGG111961055,New York Stock Exchange Inc.
VBTX,VERITEX HOLDINGS INC,Equity,0,25.32,17745,449303.4,449303.4,Financials,BRCYYB7,US9234511080,NASDAQ
ATKR,ATKORE INTERNATIONAL GROUP INC,Equity,0,31.51,14260,449332.6,449332.6,Industrials,BDHF495,US0476491081,New York Stock Exchange Inc.
CORT,CORCEPT THERAPEUTICS INC,Equity,0,13.37,33630,449633.1,449633.1,Health Care,B00SCY1,US2183521028,NASDAQ
RDUS,RADIUS HEALTH INC,Equity,0,28.51,15772,449659.72,449659.72,Health Care,BM68KK1,US7504692077,NASDAQ
FORM,FORMFACTOR INC,Equity,0,18.45,24377,449755.65,449755.65,Information Technology,2891826,US3463751087,NASDAQ
TWNK,HOSTESS BRANDS INC CLASS A,Equity,0,14.16,31675,448518,448518,Consumer Staples,BZ8VJD5,US44109J1060,NASDAQ
SGMO,SANGAMO THERAPEUTICS INC,Equity,0,11.11,40403,448877.33,448877.33,Health Care,2573083,US8006771062,NASDAQ
BOLD,AUDENTES THERAPEUTICS INC,Equity,0,31.83,14045,447052.35,447052.35,Health Care,BD0CZD4,US05070R1041,NASDAQ
UVV,UNIVERSAL CORP,Equity,0,56.35,7917,446122.95,446122.95,Consumer Staples,2923804,US9134561094,New York Stock Exchange Inc.
BHLB,BERKSHIRE HILLS BANCORP INC,Equity,0,31.56,14113,445406.28,445406.28,Financials,2606570,US0846801076,New York Stock Exchange Inc.
EIG,EMPLOYERS HOLDINGS INC,Equity,0,43.55,10234,445690.7,445690.7,Financials,B1Q1RR9,US2922181043,New York Stock Exchange Inc.
SYNA,SYNAPTICS INC,Equity,0,38.34,11628,445817.52,445817.52,Information Technology,2839268,US87157D1090,NASDAQ
AROC,ARCHROCK INC,Equity,0,10.62,42018,446231.16,446231.16,Energy,BYRGSX7,US03957W1062,New York Stock Exchange Inc.
CASH,META FINANCIAL GROUP INC,Equity,0,33.69,13211,445078.59,445078.59,Financials,2420316,US59100U1088,NASDAQ
NMRK,NEWMARK GROUP INC CLASS A,Equity,0,10.08,43998,443499.84,443499.84,Real Estate,BF1Q6P8,US65158N1028,NASDAQ
SSYS,STRATASYS LTD,Equity,0,24.82,17893,444104.26,444104.26,Information Technology,B7WD7D7,IL0011267213,NASDAQ
GCP,GCP APPLIED TECHNOLOGIES INC,Equity,0,20.62,21478,442876.36,442876.36,Materials,BYW8TV3,US36164Y1010,New York Stock Exchange Inc.
SRG,SERITAGE GROWTH PROPERTIES CLA,Equity,0,43.46,10202,443378.92,443378.92,Real Estate,BZ0HC54,US81752R1005,New York Stock Exchange Inc.
HTLF,HEARTLAND FINANCIAL USA INC,Equity,0,46.42,9512,441547.04,441547.04,Financials,2828147,US42234Q1022,NASDAQ
ICFI,ICF INTERNATIONAL INC,Equity,0,76.7,5760,441792,441792,Industrials,B1FP363,US44925C1036,NASDAQ
INSM,INSMED INC,Equity,0,19.01,23248,441944.48,441944.48,Health Care,2614487,US4576693075,NASDAQ
AYR,AIRCASTLE LTD,Equity,0,22.99,19135,439913.65,439913.65,Industrials,B1BDJQ3,BMG0129K1045,New York Stock Exchange Inc.
HLIO,HELIOS TECHNOLOGIES INC,Equity,0,44.97,9766,439177.02,439177.02,Industrials,BK8MDM0,US42328H1095,NASDAQ
CNDT,CONDUENT INC,Equity,0,7.07,62011,438417.77,438417.77,Information Technology,BYWLRV8,US2067871036,New York Stock Exchange Inc.
OII,OCEANEERING INTERNATIONAL INC,Equity,0,14.76,29656,437722.56,437722.56,Energy,2655583,US6752321025,New York Stock Exchange Inc.
MSTR,MICROSTRATEGY INC CLASS A,Equity,0,148.4,2952,438076.8,438076.8,Information Technology,2974329,US5949724083,NASDAQ
RGNX,REGENXBIO INC,Equity,0,39.56,11074,438087.44,438087.44,Health Care,BZ0G875,US75901B1070,NASDAQ
WHD,CACTUS INC CLASS A,Equity,0,29.08,15080,438526.4,438526.4,Energy,BF1GM16,US1272031071,New York Stock Exchange Inc.
ROCK,GIBRALTAR INDUSTRIES INC,Equity,0,44.78,9758,436963.24,436963.24,Industrials,2369226,US3746891072,NASDAQ
INOV,INOVALON HOLDINGS INC CLASS A,Equity,0,17.5,24949,436607.5,436607.5,Health Care,BVV9XH0,US45781D1019,NASDAQ
NPO,ENPRO INDUSTRIES INC,Equity,0,70.16,6221,436465.36,436465.36,Industrials,2951292,US29355X1072,New York Stock Exchange Inc.
SUPN,SUPERNUS PHARMACEUTICALS INC,Equity,0,27.89,15636,436088.04,436088.04,Health Care,B72ZBG4,US8684591089,NASDAQ
APLS,APELLIS PHARMACEUTICALS INC,Equity,0,28.2,15477,436451.4,436451.4,Health Care,BYTQ6X1,US03753U1060,NASDAQ
TERP,TERRAFORM POWER INC CLASS A,Equity,0,16.99,25559,434247.41,434247.41,Utilities,BYZ1PN3,US88104R2094,NASDAQ
HURN,HURON CONSULTING GROUP INC,Equity,0,63.14,6870,433771.8,433771.8,Industrials,B018V76,US4474621020,NASDAQ
MNTA,MOMENTA PHARMACEUTICALS INC,Equity,0,13.87,31278,433825.86,433825.86,Health Care,B018VB0,US60877T1007,NASDAQ
RMBS,RAMBUS INC,Equity,0,13.3,32660,434378,434378,Information Technology,2721967,US7509171069,NASDAQ
BUSE,FIRST BUSEY CORP,Equity,0,25.82,16688,430884.16,430884.16,Financials,BZ1LBM5,US3193832041,NASDAQ
GTHX,G1 THERAPEUTICS INC,Equity,0,39.77,10835,430907.95,430907.95,Health Care,BF0QXG9,US3621LQ1099,NASDAQ
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Equity,0,22,19591,431002,431002,Real Estate,BFFK7S6,US4562371066,NASDAQ
THRM,GENTHERM INC,Equity,0,42.71,10085,430730.35,430730.35,Consumer Discretionary,B8JFD24,US37253A1034,NASDAQ
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Equity,0,28.63,14988,429106.44,429106.44,Financials,B8FW545,US04316A1088,New York Stock Exchange Inc.
RCII,RENT-A-CENTER INC,Equity,0,25.5,16795,428272.5,428272.5,Consumer Discretionary,2733092,US76009N1000,NASDAQ
AVAV,AEROVIRONMENT INC,Equity,0,61.63,6944,427958.72,427958.72,Industrials,B1P5YY8,US0080731088,NASDAQ
SASR,SANDY SPRING BANCORP INC,Equity,0,35.7,11976,427543.2,427543.2,Financials,2148254,US8003631038,NASDAQ
JRVR,JAMES RIVER GROUP HOLDINGS LTD,Equity,0,49.44,8648,427557.12,427557.12,Financials,BT8RWQ5,BMG5005R1079,NASDAQ
CWEN,CLEARWAY ENERGY INC CLASS C,Equity,0,18.25,23346,426064.5,426064.5,Utilities,BGJRH57,US18539C2044,New York Stock Exchange Inc.
NCI,NAVIGANT CONSULTING INC,Equity,0,27.91,15250,425627.5,425627.5,Industrials,2564797,US63935N1072,New York Stock Exchange Inc.
IBP,INSTALLED BUILDING PRODUCTS INC,Equity,0,58.46,7283,425764.18,425764.18,Consumer Discretionary,BJSP4C9,US45780R1014,New York Stock Exchange Inc.
PRK,PARK NATIONAL CORP,Equity,0,99.43,4284,425958.12,425958.12,Financials,2673251,US7006581075,Nyse Mkt Llc
CTB,COOPER TIRE AND RUBBER,Equity,0,26.51,15996,424053.96,424053.96,Consumer Discretionary,2222608,US2168311072,New York Stock Exchange Inc.
INN,SUMMIT HOTEL PROPERTIES REIT INC,Equity,0,12.04,35114,422772.56,422772.56,Real Estate,B3M7R64,US8660821005,New York Stock Exchange Inc.
VGR,VECTOR GROUP LTD,Equity,0,13.52,31158,421256.16,421256.16,Consumer Staples,2515803,US92240M1080,New York Stock Exchange Inc.
CATM,CARDTRONICS PLC CLASS A,Equity,0,31.53,13364,421366.92,421366.92,Information Technology,BYT1841,GB00BYT18414,NASDAQ
OCFC,OCEANFIRST FINANCIAL CORP,Equity,0,23.37,18061,422085.57,422085.57,Financials,2125901,US6752341080,NASDAQ
GDOT,GREEN DOT CORP CLASS A,Equity,0,27.88,15076,420318.88,420318.88,Financials,B3WNNP3,US39304D1028,New York Stock Exchange Inc.
ZUO,ZUORA INC CLASS A,Equity,0,15.34,27297,418735.98,418735.98,Information Technology,BFXZB14,US98983V1061,New York Stock Exchange Inc.
ATSG,AIR TRANSPORT SERVICES GROUP INC,Equity,0,22.09,18906,417633.54,417633.54,Industrials,2938002,US00922R1059,NASDAQ
IRT,INDEPENDENCE REALTY INC TRUST,Equity,0,14.04,29697,416945.88,416945.88,Real Estate,BCRYTK1,US45378A1060,New York Stock Exchange Inc.
HLNE,HAMILTON LANE INC CLASS A,Equity,0,59.63,6977,416038.51,416038.51,Financials,BF0SR29,US4074971064,NASDAQ
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Equity,0,13.81,30033,414755.73,414755.73,Consumer Discretionary,BVG7F06,GB00BVG7F061,New York Stock Exchange Inc.
ALTR,ALTAIR ENGINEERING INC CLASS A,Equity,0,33.58,12345,414545.1,414545.1,Information Technology,BD6D4Y5,US0213691035,NASDAQ
EGOV,NIC INC,Equity,0,21.85,19006,415281.1,415281.1,Information Technology,2438126,US62914B1008,NASDAQ
ECOL,US ECOLOGY INC,Equity,0,64.76,6384,413427.84,413427.84,Industrials,2772396,US91732J1025,NASDAQ
JELD,JELD WEN HOLDING INC,Equity,0,19.61,21101,413790.61,413790.61,Industrials,BYM4WL2,US47580P1030,New York Stock Exchange Inc.
MEI,METHODE ELECTRONICS INC,Equity,0,36.99,11102,410662.98,410662.98,Information Technology,2583297,US5915202007,New York Stock Exchange Inc.
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Equity,0,13.3,30811,409786.3,409786.3,Financials,2351546,US3198291078,New York Stock Exchange Inc.
DNOW,NOW INC,Equity,0,12.32,33087,407631.84,407631.84,Industrials,BMH0MV1,US67011P1003,New York Stock Exchange Inc.
OXM,OXFORD INDUSTRIES INC,Equity,0,74.15,5501,407899.15,407899.15,Consumer Discretionary,2665300,US6914973093,New York Stock Exchange Inc.
EDIT,EDITAS MEDICINE INC,Equity,0,26.09,15587,406664.83,406664.83,Health Care,BZ8FPH3,US28106W1036,NASDAQ
SWN,SOUTHWESTERN ENERGY,Equity,0,2.14,189522,405577.08,405577.08,Energy,2828619,US8454671095,New York Stock Exchange Inc.
AMWD,AMERICAN WOODMARK CORP,Equity,0,88.8,4568,405638.4,405638.4,Industrials,2030674,US0305061097,NASDAQ
WMS,ADVANCED DRAINAGE SYSTEMS INC,Equity,0,31.51,12862,405281.62,405281.62,Industrials,BP7RS59,US00790R1041,New York Stock Exchange Inc.
STMP,STAMPS.COM INC,Equity,0,74.04,5477,405517.08,405517.08,Consumer Discretionary,B013D75,US8528572006,NASDAQ
TNC,TENNANT,Equity,0,73.01,5526,403453.26,403453.26,Industrials,2883641,US8803451033,New York Stock Exchange Inc.
CNS,COHEN & STEERS INC,Equity,0,54.76,7355,402759.8,402759.8,Financials,B02H882,US19247A1007,New York Stock Exchange Inc.
VVI,VIAD CORP,Equity,0,66.84,6027,402844.68,402844.68,Industrials,B01KGF5,US92552R4065,New York Stock Exchange Inc.
AQUA,EVOQUA WATER TECHNOLOGIES CORP,Equity,0,16.83,23873,401782.59,401782.59,Industrials,BF329G6,US30057T1051,New York Stock Exchange Inc.
STBA,S AND T BANCORP INC,Equity,0,37.23,10806,402307.38,402307.38,Financials,2781109,US7838591011,NASDAQ
IPAR,INTER PARFUMS INC,Equity,0,66.36,6056,401876.16,401876.16,Consumer Staples,2473150,US4583341098,NASDAQ
GRPN,GROUPON INC,Equity,0,2.89,139182,402235.98,402235.98,Consumer Discretionary,B77D163,US3994731079,NASDAQ
SNDR,SCHNEIDER NATIONAL INC CLASS B,Equity,0,22.75,17690,402447.5,402447.5,Industrials,BYVN953,US80689H1023,New York Stock Exchange Inc.
OFG,OFG BANCORP,Equity,0,22.55,17785,401051.75,401051.75,Financials,B87LKR8,PR67103X1020,New York Stock Exchange Inc.
RUSHA,RUSH ENTERPRISES INC CLASS A,Equity,0,40.83,9831,401399.73,401399.73,Industrials,2966876,US7818462092,NASDAQ
DIN,DINE BRANDS GLOBAL INC,Equity,0,73.42,5454,400432.68,400432.68,Consumer Discretionary,2456957,US2544231069,New York Stock Exchange Inc.
ENTA,ENANTA PHARMACEUTICALS INC,Equity,0,69.4,5734,397939.6,397939.6,Health Care,B9L5200,US29251M1062,NASDAQ
PLT,PLANTRONICS INC,Equity,0,36.22,10972,397405.84,397405.84,Information Technology,2692030,US7274931085,New York Stock Exchange Inc.
BGS,B AND G FOODS INC,Equity,0,19.58,20178,395085.24,395085.24,Consumer Staples,B034L49,US05508R1068,New York Stock Exchange Inc.
HCC,WARRIOR MET COAL INC,Equity,0,22.34,17713,395708.42,395708.42,Materials,BF2X272,US93627C1018,New York Stock Exchange Inc.
CHRS,COHERUS BIOSCIENCES INC,Equity,0,19.94,19820,395210.8,395210.8,Health Care,BRK0149,US19249H1032,NASDAQ
KRNY,KEARNY FINANCIAL TEST CORP,Equity,0,13.43,29428,395218.04,395218.04,Financials,BY3H7G0,US48716P1084,NASDAQ
RPT,RPT REALTY,Equity,0,13.49,29244,394501.56,394501.56,Real Estate,BG0YLC2,US74971D1019,New York Stock Exchange Inc.
IMAX,IMAX CORP,Equity,0,22.1,17765,392606.5,392606.5,Communication,2473859,CA45245E1097,New York Stock Exchange Inc.
MED,MEDIFAST INC,Equity,0,105.02,3735,392249.7,392249.7,Consumer Staples,2934033,US58470H1014,New York Stock Exchange Inc.
STAA,STAAR SURGICAL,Equity,0,28.79,13638,392638.02,392638.02,Health Care,2836292,US8523123052,NASDAQ
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Equity,0,99.09,3965,392891.85,392891.85,Real Estate,2927497,US91359E1055,New York Stock Exchange Inc.
KRG,KITE REALTY GROUP TRUST REIT,Equity,0,15.92,24593,391520.56,391520.56,Real Estate,BPBSZJ1,US49803T3005,New York Stock Exchange Inc.
MTRN,MATERION CORP,Equity,0,66.31,5907,391693.17,391693.17,Materials,2149622,US5766901012,New York Stock Exchange Inc.
INST,INSTRUCTURE INC,Equity,0,39.56,9881,390892.36,390892.36,Information Technology,BYZGBP2,US45781U1034,New York Stock Exchange Inc.
CLNC,COLONY CREDIT REAL ESTATE INC CLAS,Equity,0,13.8,28160,388608,388608,Financials,BG5QFQ5,US19625T1016,New York Stock Exchange Inc.
CVI,CVR ENERGY INC,Equity,0,41.02,9477,388746.54,388746.54,Energy,B23PS12,US12662P1084,New York Stock Exchange Inc.
SRCI,SRC ENERGY INC,Equity,0,4.95,77648,384357.6,384357.6,Energy,BD8ZX20,US78470V1089,Nyse Mkt Llc
BCOR,BLUCORA INC,Equity,0,24.5,15674,384013,384013,Financials,B8L2DV2,US0952291005,NASDAQ
CBZ,CBIZ INC,Equity,0,23.43,16277,381370.11,381370.11,Industrials,2730781,US1248051021,New York Stock Exchange Inc.
AVYA,AVAYA HOLDINGS CORP,Equity,0,11.53,33046,381020.38,381020.38,Information Technology,BD9G9B3,US05351X1019,New York Stock Exchange Inc.
SGMS,SCIENTIFIC GAMES CORP,Equity,0,23.33,16332,381025.56,381025.56,Consumer Discretionary,2919290,US80874P1093,NASDAQ
NTGR,NETGEAR INC,Equity,0,36.54,10417,380637.18,380637.18,Information Technology,2688363,US64111Q1040,NASDAQ
LRN,K12 INC,Equity,0,28.53,13323,380105.19,380105.19,Consumer Discretionary,B29ZB62,US48273U1025,New York Stock Exchange Inc.
SBCF,SEACOAST BANKING OF FLORIDA,Equity,0,25.42,14856,377639.52,377639.52,Financials,BH65L93,US8117078019,NASDAQ
SFL,SHIP FINANCE INTERNATIONAL LTD,Equity,0,14.36,26301,377682.36,377682.36,Energy,B019MJ8,BMG810751062,New York Stock Exchange Inc.
MCRN,MILACRON HOLDINGS CORP,Equity,0,16.63,22746,378265.98,378265.98,Industrials,BYMWL31,US59870L1061,New York Stock Exchange Inc.
GLNG,GOLAR LNG LTD,Equity,0,12.63,29750,375742.5,375742.5,Energy,2367963,BMG9456A1009,NASDAQ
ALLO,ALLOGENE THERAPEUTICS INC,Equity,0,30.24,12419,375550.56,375550.56,Health Care,BFZNYB7,US0197701065,NASDAQ
VCYT,VERACYTE INC,Equity,0,25.13,14920,374939.6,374939.6,Health Care,BFTWZY0,US92337F1075,NASDAQ
CENTA,CENTRAL GARDEN AND PET CLASS A,Equity,0,26.85,13940,374289,374289,Consumer Staples,B1P36Y6,US1535272058,NASDAQ
MNR,MONMOUTH REAL ESTATE INVESTMENT RE,Equity,0,14.31,26147,374163.57,374163.57,Real Estate,2504072,US6097201072,New York Stock Exchange Inc.
RAVN,RAVEN INDUSTRIES INC,Equity,0,34.73,10779,374354.67,374354.67,Industrials,2725851,US7542121089,NASDAQ
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Equity,0,8.75,42790,374412.5,374412.5,Energy,2037062,US42330P1075,New York Stock Exchange Inc.
ANAB,ANAPTYSBIO INC,Equity,0,42.84,8706,372965.04,372965.04,Health Care,BDRW1L7,US0327241065,NASDAQ
VRTU,VIRTUSA CORP,Equity,0,40.25,9251,372352.75,372352.75,Information Technology,B1YWRN0,US92827P1021,NASDAQ
NP,NEENAH INC,Equity,0,67.11,5528,370984.08,370984.08,Materials,B03W0P7,US6400791090,New York Stock Exchange Inc.
BAND,BANDWIDTH INC CLASS A,Equity,0,72,5149,370728,370728,Communication,BD3FZ18,US05988J1034,NASDAQ
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Equity,0,6.14,60462,371236.68,371236.68,Financials,B01LWM7,US6496045013,NASDAQ
FG,FGL INC,Equity,0,8.27,44680,369503.6,369503.6,Financials,BD063H6,KYG3402M1024,New York Stock Exchange Inc.
BRKL,BROOKLINE BANCORP INC,Equity,0,14.72,25049,368721.28,368721.28,Financials,2967675,US11373M1071,NASDAQ
PLUS,EPLUS,Equity,0,81.53,4526,369004.78,369004.78,Information Technology,2597748,US2942681071,NASDAQ
MRC,MRC GLOBAL INC,Equity,0,13.25,27874,369330.5,369330.5,Industrials,B7M66F1,US55345K1034,New York Stock Exchange Inc.
OAS,OASIS PETROLEUM INC,Equity,0,3.6,102273,368182.8,368182.8,Energy,B64R5J2,US6742151086,New York Stock Exchange Inc.
BHE,BENCHMARK ELECTRONICS INC,Equity,0,28.77,12814,368658.78,368658.78,Information Technology,2090816,US08160H1014,New York Stock Exchange Inc.
WIRE,ENCORE WIRE CORP,Equity,0,59.59,6175,367968.25,367968.25,Industrials,2273446,US2925621052,NASDAQ
SBSI,SOUTHSIDE BANCSHARES INC,Equity,0,34.67,10616,368056.72,368056.72,Financials,2485876,US84470P1093,NASDAQ
ANF,ABERCROMBIE AND FITCH CLASS A,Equity,0,17.05,21528,367052.4,367052.4,Consumer Discretionary,2004185,US0028962076,New York Stock Exchange Inc.
CRY,CRYOLIFE INC,Equity,0,28.83,12680,365564.4,365564.4,Health Care,2239017,US2289031005,New York Stock Exchange Inc.
GIII,G III APPAREL GROUP LTD,Equity,0,27.26,13412,365611.12,365611.12,Consumer Discretionary,2369721,US36237H1014,NASDAQ
ECPG,ENCORE CAPITAL GROUP INC,Equity,0,34.97,10458,365716.26,365716.26,Financials,2443078,US2925541029,NASDAQ
GCI,GANNETT INC,Equity,0,10.82,33677,364385.14,364385.14,Communication,BZ0P429,US36473H1041,New York Stock Exchange Inc.
GPMT,GRANITE POINT MORTGAGE TRUST INC,Equity,0,18.69,19423,363015.87,363015.87,Financials,BF11FD4,US38741L1070,New York Stock Exchange Inc.
PRFT,PERFICIENT INC,Equity,0,38.06,9541,363130.46,363130.46,Information Technology,2442547,US71375U1016,NASDAQ
HRI,HERC HOLDINGS INC,Equity,0,47.75,7581,361992.75,361992.75,Industrials,BZBZ020,US42704L1044,New York Stock Exchange Inc.
MTSC,MTS SYSTEMS CORP,Equity,0,56.82,6382,362625.24,362625.24,Information Technology,2608985,US5537771033,NASDAQ
FBNC,FIRST BANCORP,Equity,0,36.7,9856,361715.2,361715.2,Financials,2351494,US3189101062,NASDAQ
BCC,BOISE CASCADE,Equity,0,31.31,11472,359188.32,359188.32,Materials,B9BP4R1,US09739D1000,New York Stock Exchange Inc.
DBI,DESIGNER BRANDS INC CLASS A,Equity,0,16.92,21193,358585.56,358585.56,Consumer Discretionary,BJ9J282,US2505651081,New York Stock Exchange Inc.
TMP,TOMPKINS FINANCIAL CORP,Equity,0,83.85,4278,358710.3,358710.3,Financials,2888613,US8901101092,Nyse Mkt Llc
PS,PLURALSIGHT INC CLASS A,Equity,0,17.26,20692,357143.92,357143.92,Information Technology,BFZCT75,US72941B1061,NASDAQ
TRTX,TPG RE FINANCE TRUST INC,Equity,0,20.06,17795,356967.7,356967.7,Financials,BF2F1Q0,US87266M1071,New York Stock Exchange Inc.
NHC,NATIONAL HEALTHCARE CORP,Equity,0,83.81,4227,354264.87,354264.87,Health Care,2139731,US6359061008,Nyse Mkt Llc
EBIX,EBIX INC,Equity,0,43.59,8112,353602.08,353602.08,Information Technology,2008400,US2787152063,NASDAQ
INFN,INFINERA CORP,Equity,0,5.49,64422,353676.78,353676.78,Information Technology,B1YB5Y4,US45667G1031,NASDAQ
TTMI,TTM TECHNOLOGIES INC,Equity,0,12.25,28807,352885.75,352885.75,Information Technology,2635659,US87305R1095,NASDAQ
AZZ,AZZ INC,Equity,0,44.05,7998,352311.9,352311.9,Industrials,2067672,US0024741045,New York Stock Exchange Inc.
TWOU,2U INC,Equity,0,20.42,17214,351509.88,351509.88,Information Technology,BKWBZZ0,US90214J1016,NASDAQ
APOG,APOGEE ENTERPRISES INC,Equity,0,41.44,8493,351949.92,351949.92,Industrials,2046176,US0375981091,NASDAQ
KEM,KEMET CORP,Equity,0,18.46,19067,351976.82,351976.82,Information Technology,2487612,US4883602074,New York Stock Exchange Inc.
SM,SM ENERGY,Equity,0,9.85,35632,350975.2,350975.2,Energy,2764188,US78454L1008,New York Stock Exchange Inc.
VREX,VAREX IMAGING CORP,Equity,0,29.6,11800,349280,349280,Health Care,BDQYWV1,US92214X1063,NASDAQ
KNL,KNOLL INC,Equity,0,24.69,14152,349412.88,349412.88,Industrials,B051B48,US4989042001,New York Stock Exchange Inc.
LNN,LINDSAY CORP,Equity,0,96.06,3645,350138.7,350138.7,Industrials,2516613,US5355551061,New York Stock Exchange Inc.
MGY,MAGNOLIA OIL GAS CORP CLASS A,Equity,0,10.78,32360,348840.8,348840.8,Energy,BF2GC59,US5596631094,New York Stock Exchange Inc.
MDR,MCDERMOTT INTERNATIONAL INC,Equity,0,6.12,57038,349072.56,349072.56,Energy,BD9NR98,PAL1201471A1,New York Stock Exchange Inc.
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Equity,0,36.59,9544,349214.96,349214.96,Industrials,2568090,US5771281012,NASDAQ
LTHM,LIVENT CORP,Equity,0,7.4,47185,349169,349169,Materials,BD9PM00,US53814L1089,New York Stock Exchange Inc.
CDE,COEUR MINING INC,Equity,0,4.77,72837,347432.49,347432.49,Materials,2208136,US1921085049,New York Stock Exchange Inc.
SYKE,SYKES ENTERPRISES INC,Equity,0,31.22,11140,347790.8,347790.8,Information Technology,2860536,US8712371033,NASDAQ
AMSF,AMERISAFE INC,Equity,0,66.69,5221,348188.49,348188.49,Financials,B0PPHS6,US03071H1005,NASDAQ
PJC,PIPER JAFFRAY,Equity,0,77.91,4447,346465.77,346465.77,Financials,2227089,US7240781002,New York Stock Exchange Inc.
GTY,GETTY REALTY REIT CORP,Equity,0,32.62,10562,344532.44,344532.44,Real Estate,2698146,US3742971092,New York Stock Exchange Inc.
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Equity,0,10.55,32388,341693.4,341693.4,Communication,BD8NB53,CA5359195008,New York Stock Exchange Inc.
ISCA,INTERNATIONAL SPEEDWAY CORP CLASS,Equity,0,45.17,7568,341846.56,341846.56,Consumer Discretionary,2478144,US4603352018,NASDAQ
FDP,FRESH DEL MONTE PRODUCE INC,Equity,0,31.78,10760,341952.8,341952.8,Consumer Staples,2118707,KYG367381053,New York Stock Exchange Inc.
ALG,ALAMO GROUP INC,Equity,0,116.2,2934,340930.8,340930.8,Industrials,2021634,US0113111076,New York Stock Exchange Inc.
